cik,ticker,name,sector,proxy_filings,10k_filings
0000858877,CSCO,"CISCO SYSTEMS, INC.",Cross Domain Enablement,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-10-28', 'accession_number': '0000858877-25-000150', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/858877/000085887725000150/0000858877-25-000150-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-10-18', 'accession_number': '0001104659-24-109859', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/858877/000110465924109859/0001104659-24-109859-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-10-17', 'accession_number': '0001104659-23-109641', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/858877/000110465923109641/0001104659-23-109641-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-09-03', 'accession_number': '0000858877-25-000111', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/0000858877-25-000111-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-09-05', 'accession_number': '0000858877-24-000017', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/0000858877-24-000017-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-09-07', 'accession_number': '0000858877-23-000023', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/0000858877-23-000023-index.htm'}]"
0000021344,KO,COCA COLA CO,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-17', 'accession_number': '0001558370-25-003056', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/21344/000155837025003056/0001558370-25-003056-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-18', 'accession_number': '0001558370-24-003468', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/21344/000155837024003468/0001558370-24-003468-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-20', 'accession_number': '0000021344-25-000011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/0000021344-25-000011-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-20', 'accession_number': '0000021344-24-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/21344/000002134424000009/0000021344-24-000009-index.htm'}]"
0000093410,CVX,CHEVRON CORP,Energy and Climate,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-09', 'accession_number': '0001193125-25-076803', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/93410/000119312525076803/0001193125-25-076803-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-10', 'accession_number': '0001193125-24-091327', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/93410/000119312524091327/0001193125-24-091327-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0000093410-25-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/0000093410-25-000009-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0000093410-24-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/0000093410-24-000013-index.htm'}]"
0002070829,CYATY,"Contemporary Amperex Technology Co., Limited/ADR",Cross Domain Enablement,[],[]
0000072971,WFC,WELLS FARGO & COMPANY/MN,General Market,[],[]
0000051143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-10', 'accession_number': '0001104659-25-022186', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/51143/000110465925022186/0001104659-25-022186-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-11', 'accession_number': '0001104659-24-032641', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/51143/000110465924032641/0001104659-24-032641-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-06', 'accession_number': '0001104659-23-029014', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/51143/000110465923029014/0001104659-23-029014-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-25', 'accession_number': '0000051143-25-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/0000051143-25-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0000051143-24-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/51143/000005114324000012/0000051143-24-000012-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001558370-23-002376', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/51143/000155837023002376/0001558370-23-002376-index.htm'}]"
0001000184,SAP,SAP SE,General Market,[],[]
0000895421,MS,MORGAN STANLEY,General Market,[],[]
0000018230,CAT,CATERPILLAR INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-30', 'accession_number': '0001308179-25-000529', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18230/000130817925000529/0001308179-25-000529-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-29', 'accession_number': '0001308179-24-000623', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18230/000130817924000623/0001308179-24-000623-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-05-01', 'accession_number': '0001308179-23-000830', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18230/000130817923000830/0001308179-23-000830-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-14', 'accession_number': '0000018230-25-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18230/000001823025000008/0000018230-25-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-16', 'accession_number': '0000018230-24-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18230/000001823024000009/0000018230-24-000009-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-15', 'accession_number': '0000018230-23-000011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/18230/000001823023000011/0000018230-23-000011-index.htm'}]"
0000901832,AZN,ASTRAZENECA PLC,General Market,[],[]
0001094517,TM,TOYOTA MOTOR CORP/,General Market,[],[]
0000723125,MU,MICRON TECHNOLOGY INC,Cross Domain Enablement,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-11-25', 'accession_number': '0000723125-25-000038', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312525000038/0000723125-25-000038-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-11-26', 'accession_number': '0000723125-24-000039', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312524000039/0000723125-24-000039-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-11-29', 'accession_number': '0000723125-23-000065', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312523000065/0000723125-23-000065-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-10-03', 'accession_number': '0000723125-25-000028', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/0000723125-25-000028-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-10-04', 'accession_number': '0000723125-24-000027', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312524000027/0000723125-24-000027-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-10-06', 'accession_number': '0000723125-23-000054', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312523000054/0000723125-23-000054-index.htm'}]"
0000886982,GS,GOLDMAN SACHS GROUP INC,General Market,[],[]
0000004962,AXP,AMERICAN EXPRESS CO,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-14', 'accession_number': '0001193125-25-054588', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/4962/000119312525054588/0001193125-25-054588-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-15', 'accession_number': '0001193125-24-068837', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/4962/000119312524068837/0001193125-24-068837-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-07', 'accession_number': '0000004962-25-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/4962/000000496225000016/0000004962-25-000016-index.htm'}]"
0001089113,HSBC,HSBC HOLDINGS PLC,General Market,[],[]
0001114448,NVS,NOVARTIS AG,General Market,[],[]
0000310158,MRK,"Merck & Co., Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-09', 'accession_number': '0001193125-25-076859', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/310158/000119312525076859/0001193125-25-076859-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-11', 'accession_number': '0001193125-24-093204', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/310158/000119312524093204/0001193125-24-093204-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-03', 'accession_number': '0001193125-23-089525', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/310158/000119312523089525/0001193125-23-089525-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-25', 'accession_number': '0001628280-25-007732', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/310158/000162828025007732/0001628280-25-007732-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0001628280-24-006850', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/310158/000162828024006850/0001628280-24-006850-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0001628280-23-005061', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/310158/000162828023005061/0001628280-23-005061-index.htm'}]"
0001108524,CRM,"Salesforce, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-24', 'accession_number': '0001108524-25-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1108524/000110852425000009/0001108524-25-000009-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-05-16', 'accession_number': '0001193125-24-140549', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1108524/000119312524140549/0001193125-24-140549-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-27', 'accession_number': '0001193125-23-122123', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1108524/000119312523122123/0001193125-23-122123-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-05', 'accession_number': '0001108524-25-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1108524/000110852425000006/0001108524-25-000006-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-06', 'accession_number': '0001108524-24-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1108524/000110852424000005/0001108524-24-000005-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-08', 'accession_number': '0001108524-23-000011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1108524/000110852423000011/0001108524-23-000011-index.htm'}]"
0001067839,QQQ,"INVESCO QQQ TRUST, SERIES 1",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-08-18', 'accession_number': '0001680359-25-000633', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1067839/000168035925000633/0001680359-25-000633-index.htm'}]",[]
0000101829,RTX,RTX Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-10', 'accession_number': '0001308179-25-000067', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/101829/000130817925000067/0001308179-25-000067-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-11', 'accession_number': '0001308179-24-000096', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/101829/000130817924000096/0001308179-24-000096-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-13', 'accession_number': '0001308179-23-000143', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/101829/000130817923000143/0001308179-23-000143-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-03', 'accession_number': '0000101829-25-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/0000101829-25-000005-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-05', 'accession_number': '0000101829-24-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/0000101829-24-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-07', 'accession_number': '0000101829-23-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/101829/000010182923000009/0000101829-23-000009-index.htm'}]"
0001413329,PM,Philip Morris International Inc.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-27', 'accession_number': '0001104659-25-028420', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1413329/000110465925028420/0001104659-25-028420-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-28', 'accession_number': '0001104659-24-039955', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1413329/000110465924039955/0001104659-24-039955-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-06', 'accession_number': '0001413329-25-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1413329/000141332925000013/0001413329-25-000013-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-08', 'accession_number': '0001413329-24-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1413329/000141332924000013/0001413329-24-000013-index.htm'}]"
0001000275,RY,ROYAL BANK OF CANADA,General Market,[],[]
0001751008,APP,AppLovin Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-22', 'accession_number': '0001751008-25-000041', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1751008/000175100825000041/0001751008-25-000041-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-23', 'accession_number': '0001751008-24-000028', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1751008/000175100824000028/0001751008-24-000028-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-25', 'accession_number': '0001751008-23-000033', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1751008/000175100823000033/0001751008-23-000033-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001751008-25-000018', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1751008/000175100825000018/0001751008-25-000018-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0001751008-24-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1751008/000175100824000012/0001751008-24-000012-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001751008-23-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1751008/000175100823000006/0001751008-23-000006-index.htm'}]"
0000063908,MCD,MCDONALDS CORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-07', 'accession_number': '0001558370-25-004544', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63908/000155837025004544/0001558370-25-004544-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-08', 'accession_number': '0001558370-24-004818', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63908/000155837024004818/0001558370-24-004818-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-14', 'accession_number': '0001558370-23-005957', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63908/000155837023005957/0001558370-23-005957-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-25', 'accession_number': '0000063908-25-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63908/000006390825000012/0000063908-25-000012-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-22', 'accession_number': '0000063908-24-000072', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63908/000006390824000072/0000063908-24-000072-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0000063908-23-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63908/000006390823000012/0000063908-23-000012-index.htm'}]"
0000353278,NVO,NOVO NORDISK A S,General Market,[],[]
0001283699,TMUS,"T-Mobile US, Inc.",Cross Domain Enablement,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-18', 'accession_number': '0001193125-25-085753', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1283699/000119312525085753/0001193125-25-085753-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-26', 'accession_number': '0001193125-24-117940', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1283699/000119312524117940/0001193125-24-117940-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-01-31', 'accession_number': '0001283699-25-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1283699/000128369925000012/0001283699-25-000012-index.htm'}]"
0000001800,ABT,ABBOTT LABORATORIES,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-14', 'accession_number': '0001308179-25-000134', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1800/000130817925000134/0001308179-25-000134-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-15', 'accession_number': '0001308179-24-000182', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1800/000130817924000182/0001308179-24-000182-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-17', 'accession_number': '0001308179-23-000247', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1800/000130817923000247/0001308179-23-000247-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001628280-25-007110', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1800/000162828025007110/0001628280-25-007110-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-16', 'accession_number': '0001628280-24-005348', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1800/000162828024005348/0001628280-24-005348-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-17', 'accession_number': '0001628280-23-004026', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1800/000162828023004026/0001628280-23-004026-index.htm'}]"
